n,Karatsuba
6211,46143084
6212,46201386
6213,46179656
6214,46159484
6215,46208602
6216,46220000
6217,46247593
6218,46223608
6219,46294661
6220,46287035
6221,46263952
6222,46361327
6223,46375185
6224,46298884
6225,46354480
6226,46347264
6227,46386091
6228,46349027
6229,46383385
6230,46383221
6231,46363664
6232,46428854
6233,46401712
6234,46469895
6235,46397858
6236,46459153
6237,46483015
6238,46495315
6239,46518931
6240,46568090
6241,46499087
6242,46554355
6243,46482892
6244,46538980
6245,46582891
6246,46620939
6247,46598594
6248,46556077
6249,46603022
6250,46644637
6251,46673173
6252,46677970
6253,46653083
6254,46715895
6255,46742914
6256,46726883
6257,46739511
6258,46693509
6259,46708351
6260,46703308
6261,46800191
6262,46751811
6263,46812532
6264,46833729
6265,46826021
6266,46806710
6267,46840289
6268,46830941
6269,46863413
6270,46818846
6271,46919337
6272,46887070
6273,46910891
6274,46973211
6275,46936393
6276,46945208
6277,47008471
6278,46996417
6279,47015318
6280,47002239
6281,47036474
6282,47055867
6283,47085469
6284,47109864
6285,47116178
6286,47108388
6287,47080221
6288,47130159
6289,47142992
6290,47140286
6291,47153160
6292,47204943
6293,47193217
6294,47254061
6295,47180753
6296,47231060
6297,47224008
6298,47307894
6299,47251027
6300,47269149
6301,47316545
6302,47240203
6303,47350042
6304,47371198
6305,47367344
6306,47311297
6307,47382186
6308,47361358
6309,47329665
6310,47455494
6311,47418840
6312,47415478
6313,47429828
6314,47431755
6315,47474354
6316,47456314
6317,47490344
6318,47506252
6319,47447745
6320,47493337
6321,47577510
6322,47562340
6323,47564882
6324,47566317
6325,47604652
6326,47647538
6327,47585505
6328,47639297
6329,47684397
6330,47693991
6331,47676730
6332,47730768
6333,47704856
6334,47722117
6335,47781280
6336,47779763
6337,47674516
6338,47681691
6339,47739419
6340,47785257
6341,47761313
6342,47798910
6343,47834457
6344,47873858
6345,47876236
6346,47922689
6347,47839377
6348,47923550
6349,47888659
6350,47875990
6351,47938146
6352,47982180
6353,47981606
6354,47985296
6355,48027034
6356,48022114
6357,47962049
6358,48022975
6359,47988535
6360,48024615
6361,48041917
6362,48034373
6363,48025886
6364,48090010
6365,48116209
6366,48114651
6367,48172912
6368,48234494
6369,48167910
6370,48203293
6371,48143392
6372,48187262
6373,48221743
6374,48282915
6375,48357084
6376,48211288
6377,48306531
6378,48279717
6379,48237159
6380,48361102
6381,48296650
6382,48369999
6383,48351467
6384,48374140
6385,48332730
6386,48354296
6387,48436337
6388,48420060
6389,48356756
6390,48446423
6391,48394845
6392,48469957
6393,48491482
6394,48533589
6395,48442938
6396,48498903
6397,48514114
6398,48479879
6399,48538263
6400,48655810
6401,48612145
6402,48632768
6403,48596360
6404,48614441
6405,48676064
6406,48691849
6407,48628053
6408,48731332
6409,48734612
6410,48648061
6411,48716531
6412,48683403
6413,48823131
6414,48817555
6415,48828461
6416,48808166
6417,48822598
6418,48783894
6419,48842688
6420,48875816
6421,48750602
6422,48881638
6423,48913577
6424,48840146
6425,48864172
6426,48892831
6427,48901318
6428,48949001
6429,49009476
6430,48955479
6431,48972125
6432,49017799
6433,49066958
6434,48925877
6435,48989796
6436,49049984
6437,49051829
6438,49065646
6439,49010870
6440,49096601
6441,49091148
6442,49127638
6443,49101357
6444,49135305
6445,49153140
6446,49169745
6447,49173394
6448,49157814
6449,49239445
6450,49254861
6451,49271630
6452,49269949
6453,49270810
6454,49271343
6455,49248014
6456,49327554
6457,49324561
6458,49335098
6459,49315131
6460,49361871
6461,49369702
6462,49388685
6463,49373187
6464,49440304
6465,49481304
6466,49429931
6467,49423822
6468,49455187
6469,49502255
6470,49513079
6471,49477204
6472,49564780
6473,49539852
6474,49537515
6475,49545387
6476,49534440
6477,49554202
6478,49604796
6479,49629519
6480,49604796
6481,49629683
6482,49603443
6483,49660105
6484,49602090
6485,49671995
6486,49701023
6487,49710248
6488,49666993
6489,49748214
6490,49709633
6491,49762482
6492,49781793
6493,49800776
6494,49805573
6495,49826565
6496,49791633
6497,49773552
6498,49842268
6499,49848090
6500,49866745
6501,49934067
6502,49878184
6503,49879455
6504,49867483
6505,50006186
6506,50002455
6507,50027670
6508,50060388
6509,50028572
6510,49979536
6511,50034107
6512,50030950
6513,50058256
6514,50097411
6515,50088186
6516,50094172
6517,50038617
6518,50085767
6519,50129022
6520,50109342
6521,50202699
6522,50191137
6523,50132548
6524,50230702
6525,50218115
6526,50208644
6527,50197164
6528,50211104
6529,50221190
6530,50293514
6531,50273178
6532,50316228
6533,50347880
6534,50351488
6535,50337179
6536,50313194
6537,50427379
6538,50378179
6539,50390684
6540,50402533
6541,50406141
6542,50459195
6543,50457678
6544,50409298
6545,50491626
6546,50453127
6547,50521966
6548,50541851
6549,50532257
6550,50613765
6551,50545623
6552,50565754
6553,50565959
6554,50591871
6555,50657512
6556,50639308
6557,50615692
6558,50643777
6559,50680923
6560,50730574
6561,50713928
6562,50673215
6563,50757962
6564,50695314
6565,50769565
6566,50821840
6567,50779405
6568,50836190
6569,50738938
6570,50789901
6571,50857100
6572,50849269
6573,50842258
6574,50835534
6575,50894943
6576,50862143
6577,50925078
6578,50955828
6579,50890064
6580,50919338
6581,50967595
6582,50924586
6583,51031965
6584,50935492
6585,51048201
6586,51022043
6587,50949801
6588,50986414
6589,51119910
6590,51086905
6591,51111833
6592,51118270
6593,51109906
6594,51136269
6595,51113391
6596,51145330
6597,51186412
6598,51186986
6599,51181779
6600,51236309
6601,51188503
6602,51227576
6603,51250577
6604,51272266
6605,51273045
6606,51246682
6607,51314660
6608,51343032
6609,51285837
6610,51336185
6611,51262098
6612,51354881
6613,51407771
6614,51370174
6615,51395594
6616,51386410
6617,51431756
6618,51402195
6619,51387804
6620,51446967
6621,51422613
6622,51515396
6623,51511050
6624,51570008
6625,51453240
6626,51524211
6627,51522530
6628,51505433
6629,51526179
6630,51563407
6631,51605555
6632,51543563
6633,51641758
6634,51625481
6635,51608999
6636,51628638
6637,51649261
6638,51634132
6639,51771031
6640,51613468
6641,51719453
6642,51760330
6643,51689605
6644,51753278
6645,51702561
6646,51747866
6647,51791285
6648,51768489
6649,51829128
6650,51806373
6651,51778780
6652,51837615
6653,51815188
6654,51858853
6655,51868160
6656,51881731
6657,51865577
6658,51919205
6659,51857459
6660,51907233
6661,51937614
6662,51896409
6663,51912563
6664,51928594
6665,51972300
6666,51978327
6667,51976564
6668,51950037
6669,52078490
6670,52097268
6671,52039745
6672,52000549
6673,52038023
6674,52105509
6675,52087346
6676,52139047
6677,52098047
6678,52138760
6679,52168813
6680,52175578
6681,52135193
6682,52149748
6683,52203745
6684,52236750
6685,52198169
6686,52198579
6687,52251756
6688,52315019
6689,52259710
6690,52241055
6691,52308213
6692,52301858
6693,52258357
6694,52308705
6695,52364014
6696,52342940
6697,52345769
6698,52341751
6699,52297553
6700,52367458
6701,52348475
6702,52394313
6703,52458601
6704,52379061
6705,52455485
6706,52444538
6707,52396937
6708,52470286
6709,52502430
6710,52466350
6711,52511245
6712,52537854
6713,52520675
6714,52494927
6715,52501364
6716,52538018
6717,52570736
6718,52567620
6719,52616820
6720,52516329
6721,52608579
6722,52655852
6723,52607759
6724,52660936
6725,52679263
6726,52657697
6727,52707348
6728,52667496
6729,52669833
6730,52621740
6731,52689308
6732,52698123
6733,52804190
6734,52714072
6735,52809151
6736,52811939
6737,52733465
6738,52799598
6739,52811447
6740,52823173
6741,52853677
6742,52870569
6743,52853595
6744,52910093
6745,52895456
6746,52919400
6747,52834407
6748,52918744
6749,52890864
6750,52904640
6751,52926165
6752,52859991
6753,53005008
6754,52937768
6755,53011855
6756,52941007
6757,53016611
6758,53081924
6759,53018743
6760,53059743
6761,53063761
6762,53102465
6763,53033667
6764,53107139
6765,53048468
6766,53067246
6767,53122965
6768,53191722
6769,53143957
6770,53168598
6771,53185900
6772,53203858
6773,53122186
6774,53218782
6775,53237683
6776,53218413
6777,53231492
6778,53247564
6779,53307670
6780,53323373
6781,53364291
6782,53270688
6783,53325423
6784,53349941
6785,53372122
6786,53351171
6787,53379379
6788,53441166
6789,53420584
6790,53419395
6791,53423044
6792,53465807
6793,53446414
6794,53480239
6795,53433499
6796,53469907
6797,53429112
6798,53486430
6799,53586019
6800,53493318
6801,53499632
6802,53534154
6803,53537639
6804,53578434
6805,53592415
6806,53586675
6807,53591882
6808,53681303
6809,53609553
6810,53701311
6811,53621607
6812,53591185
6813,53621033
6814,53660844
6815,53686674
6816,53650061
6817,53694915
6818,53702377
6819,53763795
6820,53765066
6821,53765066
6822,53781548
6823,53782163
6824,53777571
6825,53829887
6826,53808608
6827,53898726
6828,53851453
6829,53854036
6830,53883925
6831,53965187
6832,53927467
6833,53927426
6834,53937184
6835,53955183
6836,53934806
6837,53999709
6838,53965392
6839,53992042
6840,53947680
6841,54050016
6842,54094091
6843,54095116
6844,54121479
6845,54090565
6846,54089335
6847,54049442
6848,54188268
6849,54065432
6850,54164324
6851,54243905
6852,54197083
6853,54210695
6854,54255508
6855,54261207
6856,54297287
6857,54283552
6858,54289456
6859,54234967
6860,54330456
6861,54319673
6862,54310940
6863,54430824
6864,54401468
6865,54409463
6866,54429020
6867,54466330
6868,54390193
6869,54442263
6870,54400361
6871,54436277
6872,54442714
6873,54465592
6874,54557186
6875,54475555
6876,54564115
6877,54569199
6878,54544353
6879,54558252
6880,54577973
6881,54668378
6882,54648452
6883,54631601
6884,54697406
6885,54724056
6886,54681457
6887,54652962
6888,54764482
6889,54828114
6890,54769074
6891,54767557
6892,54760259
6893,54747836
6894,54870180
6895,54872804
6896,54821759
6897,54809541
6898,54877601
6899,54869729
6900,54973951
6901,54901996
6902,54947260
6903,54960134
6904,54963619
6905,54943078
6906,54965464
6907,55013106
6908,55013598
6909,54997608
6910,54976780
6911,55025160
6912,55140698
6913,55096951
6914,55123601
6915,55143199
6916,55146110
6917,55197360
6918,55130694
6919,55147094
6920,55243034
6921,55216343
6922,55214990
6923,55217040
6924,55271570
6925,55233727
6926,55293792
6927,55291865
6928,55246601
6929,55300557
6930,55304042
6931,55294776
6932,55358613
6933,55292480
6934,55399244
6935,55380466
6936,55450863
6937,55399367
6938,55451601
6939,55493257
6940,55524786
6941,55430240
6942,55548156
6943,55500842
6944,55557586
6945,55561522
6946,55612813
6947,55595511
6948,55606950
6949,55547541
6950,55657708
6951,55617528
6952,55641677
6953,55695141
6954,55730606
6955,55637372
6956,55735075
6957,55722816
6958,55698011
6959,55751229
6960,55800265
6961,55726506
6962,55780913
6963,55879928
6964,55871523
6965,55836099
6966,55870088
6967,55908751
6968,55935729
6969,55914491
6970,55920969
6971,55963896
6972,55978246
6973,55947701
6974,56035441
6975,55999648
6976,55984724
6977,55991161
6978,56066150
6979,56012973
6980,56051923
6981,56041755
6982,55992555
6983,56145239
6984,56074473
6985,56128388
6986,56222278
6987,56166805
6988,56203090
6989,56195587
6990,56267952
6991,56244254
6992,56193619
6993,56219572
6994,56280334
6995,56339456
6996,56268608
6997,56257866
6998,56292757
6999,56286812
7000,56316947
7001,56370616
7002,56375946
7003,56409730
7004,56415593
7005,56363277
7006,56393412
7007,56464793
7008,56487835
7009,56492919
7010,56527810
7011,56535723
7012,56533878
7013,56529983
7014,56546793
7015,56551057
7016,56597141
7017,56644496
7018,56636091
7019,56652819
7020,56709276
7021,56684840
7022,56772088
7023,56748472
7024,56689309
7025,56716328
7026,56780411
7027,56824568
7028,56814564
7029,56775942
7030,56846216
7031,56784142
7032,56865486
7033,56913579
7034,56922189
7035,56904436
7036,56898327
7037,56963845
7038,57030306
7039,56987010
7040,56928954
7041,57112593
7042,57027641
7043,57059580
7044,57038957
7045,57108165
7046,57025468
7047,57226122
7048,57159456
7049,57098817
7050,57155643
7051,57267081
7052,57154126
7053,57152240
7054,57201317
7055,57218578
7056,57257938
7057,57261464
7058,57288032
7059,57343423
7060,57350926
7061,57372861
7062,57320668
7063,57421036
7064,57327597
7065,57338380
7066,57457649
7067,57408531
7068,57459002
7069,57441085
7070,57477657
7071,57477821
7072,57404718
7073,57485693
7074,57522880
7075,57528456
7076,57555147
7077,57576590
7078,57599796
7079,57605044
7080,57544282
7081,57606643
7082,57620173
7083,57650964
7084,57658385
7085,57686593
7086,57661706
7087,57705576
7088,57658262
7089,57719803
7090,57748544
7091,57823082
7092,57841614
7093,57801024
7094,57852438
7095,57844853
7096,57821688
7097,57839113
7098,57882819
7099,57985565
7100,57889051
7101,57900654
7102,57895693
7103,58030870
7104,57988066
7105,57987779
7106,58031813
7107,57956086
7108,57983966
7109,58043129
7110,58130623
7111,58093723
7112,58095568
7113,58012215
7114,58122136
7115,58133001
7116,58161701
7117,58153911
7118,58235624
7119,58280273
7120,58251737
7121,58225333
7122,58240175
7123,58269859
7124,58216805
7125,58250958
7126,58297452
7127,58272647
7128,58302290
7129,58362519
7130,58334024
7131,58402166
7132,58335992
7133,58420165
7134,58423445
7135,58348087
7136,58477975
7137,58404380
7138,58450956
7139,58482485
7140,58441526
7141,58566658
7142,58473178
7143,58486257
7144,58527954
7145,58533120
7146,58550873
7147,58629142
7148,58589946
7149,58592652
7150,58601303
7151,58625247
7152,58674201
7153,58706509
7154,58694127
7155,58724877
7156,58689781
7157,58706509
7158,58713192
7159,58732380
7160,58817455
7161,58729223
7162,58763827
7163,58749969
7164,58835003
7165,58855913
7166,58817783
7167,58836110
7168,58892198
7169,58926269
7170,58862555
7171,58904457
7172,58974772
7173,58925490
7174,58906466
7175,58961201
7176,58964358
7177,58940045
7178,59016551
7179,59046645
7180,59015362
7181,59070753
7182,59004087
7183,59055870
7184,59073746
7185,59104824
7186,59118231
7187,59153532
7188,59180838
7189,59194286
7190,59194532
7191,59198345
7192,59191826
7193,59186373
7194,59203142
7195,59208759
7196,59293260
7197,59290841
7198,59306462
7199,59314662
7200,59356933
7201,59337048
7202,59358040
7203,59363247
7204,59379442
7205,59379483
7206,59324010
7207,59432701
7208,59410192
7209,59418597
7210,59420524
7211,59439835
7212,59430774
7213,59458449
7214,59469806
7215,59529625
7216,59523188
7217,59509494
7218,59479236
7219,59537866
7220,59590141
7221,59538686
7222,59586000
7223,59571527
7224,59559268
7225,59645409
7226,59659390
7227,59704982
7228,59619825
7229,59693256
7230,59698545
7231,59699652
7232,59713879
7233,59671731
7234,59733395
7235,59747048
7236,59837371
7237,59782677
7238,59726630
7239,59873615
7240,59811828
7241,59811131
7242,59891204
7243,59839011
7244,59784276
7245,59887145
7246,59858117
7247,59939748
7248,60004364
7249,59970129
7250,59953401
7251,60010309
7252,59999116
7253,59936017
7254,60004282
7255,60015188
7256,59997476
7257,60090341
7258,60083535
7259,60070087
7260,60120886
7261,60116417
7262,60135728
7263,60151759
7264,60193456
7265,60154998
7266,60192308
7267,60180705
7268,60212931
7269,60282057
7270,60230397
7271,60321335
7272,60243312
7273,60292061
7274,60266477
7275,60312725
7276,60331667
7277,60294521
7278,60352823
7279,60385090
7280,60431502
7281,60378735
7282,60437734
7283,60416947
7284,60451920
7285,60399522
7286,60475454
7287,60463769
7288,60496159
7289,60489312
7290,60509812
7291,60515675
7292,60545810
7293,60494355
7294,60571435
7295,60572460
7296,60569221
7297,60581808
7298,60572378
7299,60574223
7300,60650688
7301,60724160
7302,60667170
7303,60721905
7304,60714812
7305,60683529
7306,60783364
7307,60759748
7308,60741503
7309,60792466
7310,60860444
7311,60925265
7312,60859460
7313,60822847
7314,60844700
7315,60873810
7316,60891809
7317,60848554
7318,60895089
7319,60993489
7320,60910218
7321,61009192
7322,60922477
7323,60963149
7324,60951956
7325,60991972
7326,61080040
7327,61052447
7328,61042648
7329,60990824
7330,61058638
7331,61105173
7332,61108576
7333,61156054
7334,61150109
7335,61083853
7336,61118826
7337,61184877
7338,61102385
7339,61217759
7340,61168887
7341,61238054
7342,61234364
7343,61236250
7344,61262244
7345,61253060
7346,61286434
7347,61305007
7348,61350148
7349,61304556
7350,61306893
7351,61390000
7352,61452197
7353,61392050
7354,61453017
7355,61528867
7356,61430877
7357,61419520
7358,61437232
7359,61481061
7360,61475608
7361,61524398
7362,61591392
7363,61552934
7364,61560478
7365,61529851
7366,61597788
7367,61552401
7368,61616648
7369,61687619
7370,61679501
7371,61625176
7372,61661420
7373,61658919
7374,61763346
7375,61694589
7376,61740345
7377,61687947
7378,61711932
7379,61742313
7380,61756007
7381,61834481
7382,61895899
7383,61793071
7384,61812505
7385,61755884
7386,61820213
7387,61843132
7388,61882082
7389,61944443
7390,61908281
7391,61884624
7392,61950306
7393,61972077
7394,61973471
7395,61975890
7396,62027919
7397,62102498
7398,61983311
7399,62061908
7400,62067730
7401,62069493
7402,62104425
7403,62093232
7404,62131526
7405,62096840
7406,62164121
7407,62064532
7408,62099874
7409,62153707
7410,62168590
7411,62193026
7412,62267892
7413,62183596
7414,62171419
7415,62204670
7416,62295403
7417,62274206
7418,62304628
7419,62353336
7420,62336362
7421,62339765
7422,62347637
7423,62391302
7424,62353459
7425,62328121
7426,62334845
7427,62407456
7428,62398723
7429,62403971
7430,62462150
7431,62479780
7432,62454237
7433,62395197
7434,62544355
7435,62538328
7436,62436115
7437,62514835
7438,62482773
7439,62505815
7440,62533121
7441,62539476
7442,62552391
7443,62548086
7444,62592448
7445,62565593
7446,62696014
7447,62607126
7448,62614711
7449,62556491
7450,62582813
7451,62647839
7452,62726108
7453,62734554
7454,62737875
7455,62731315
7456,62787485
7457,62787280
7458,62725739
7459,62766411
7460,62764648
7461,62758744
7462,62731643
7463,62811265
7464,62719384
7465,62880678
7466,62847591
7467,62863294
7468,62773422
7469,62886541
7470,62825615
7471,62900973
7472,62866287
7473,62917988
7474,62905852
7475,62956159
7476,62944638
7477,62939103
7478,62935085
7479,63005031
7480,62978053
7481,63037626
7482,63065260
7483,63066982
7484,63065055
7485,63006220
7486,63125161
7487,63072517
7488,63101668
7489,63096707
7490,63114296
7491,63106957
7492,63100930
7493,63107654
7494,63111139
7495,63177559
7496,63153574
7497,63212245
7498,63244840
7499,63244061
7500,63269440
7501,63239510
7502,63305315
7503,63300190
7504,63287193
7505,63241109
7506,63355499
7507,63352998
7508,63312408
7509,63391907
7510,63316877
7511,63317492
7512,63357303
7513,63392276
7514,63359476
7515,63427823
7516,63467306
7517,63512898
7518,63457630
7519,63535243
7520,63542623
7521,63574316
7522,63619990
7523,63517654
7524,63468577
7525,63573414
7526,63611380
7527,63587764
7528,63568248
7529,63713347
7530,63663573
7531,63689444
7532,63681777
7533,63745081
7534,63676857
7535,63747705
7536,63679727
7537,63855658
7538,63781571
7539,63826794
7540,63847212
7541,63843686
7542,63767344
7543,63822202
7544,63887802
7545,63875215
7546,63904366
7547,63926178
7548,63937125
7549,63971565
7550,63885998
7551,63996411
7552,63959224
7553,63982717
7554,64054057
7555,64020232
7556,63934378
7557,64064922
7558,64069514
7559,64038641
7560,64033885
7561,64180296
7562,64126135
7563,64139501
7564,64170169
7565,64131752
7566,64127980
7567,64260041
7568,64244379
7569,64154917
7570,64242001
7571,64223469
7572,64244379
7573,64266232
7574,64284764
7575,64300016
7576,64446140
7577,64366764
7578,64414816
7579,64434209
7580,64395505
7581,64438801
7582,64416005
7583,64417276
7584,64462130
7585,64467296
7586,64477956
7587,64451183
7588,64467993
7589,64495299
7590,64470822
7591,64544499
7592,64510018
7593,64551838
7594,64564097
7595,64606491
7596,64605958
7597,64604564
7598,64674674
7599,64659135
7600,64757043
7601,64633838
7602,64699889
7603,64678938
7604,64690746
7605,64704727
7606,64767990
7607,64783201
7608,64747982
7609,64771803
7610,64843594
7611,64857616
7612,64944331
7613,64878608
7614,64825841
7615,64899477
7616,64893409
7617,64912269
7618,64912146
7619,64858477
7620,65035474
7621,64949702
7622,64997631
7623,65110217
7624,65067331
7625,65028791
7626,65093202
7627,65073317
7628,65079180
7629,65135268
7630,65170569
7631,65115875
7632,65197793
7633,65129651
7634,65160606
7635,65239736
7636,65281023
7637,65292175
7638,65307263
7639,65255234
7640,65202918
7641,65281064
7642,65271183
7643,65318087
7644,65337931
7645,65344655
7646,65429689
7647,65352855
7648,65382129
7649,65424277
7650,65396274
7651,65474502
7652,65425261
7653,65444818
7654,65474174
7655,65458389
7656,65476306
7657,65539200
7658,65551828
7659,65532640
7660,65584423
7661,65581102
7662,65584997
7663,65626407
7664,65606153
7665,65575731
7666,65653836
7667,65634156
7668,65690039
7669,65645062
7670,65671015
7671,65713614
7672,65686144
7673,65706480
7674,65643381
7675,65758304
7676,65774745
7677,65761830
7678,65757566
7679,65813285
7680,65875441
7681,65812588
7682,65804429
7683,65904756
7684,65816237
7685,65831161
7686,65955473
7687,65802912
7688,65943583
7689,65930299
7690,65917999
7691,65904305
7692,66017383
7693,65997498
7694,65995940
7695,65986428
7696,66092782
7697,65982697
7698,66053627
7699,66089953
7700,66085115
7701,66197004
7702,66077202
7703,66173839
7704,66116726
7705,66082532
7706,66129887
7707,66184745
7708,66146574
7709,66125418
7710,66206844
7711,66242514
7712,66249689
7713,66276011
7714,66253379
7715,66275560
7716,66303932
7717,66308442
7718,66309590
7719,66326482
7720,66326769
7721,66340832
7722,66328819
7723,66339438
7724,66416641
7725,66418404
7726,66347228
7727,66432467
7728,66438002
7729,66455632
7730,66441118
7731,66372607
7732,66515205
7733,66554811
7734,66561904
7735,66492286
7736,66558173
7737,66535623
7738,66520125
7739,66617090
7740,66606758
7741,66623978
7742,66650218
7743,66584126
7744,66606512
7745,66637836
7746,66697737
7747,66672481
7748,66662272
7749,66676704
7750,66718729
7751,66764854
7752,66751447
7753,66682280
7754,66777236
7755,66794292
7756,66815694
7757,66825575
7758,66842836
7759,66842303
7760,66803435
7761,66926394
7762,66897079
7763,66882975
7764,66902040
7765,66902860
7766,66831602
7767,66920941
7768,66971945
7769,66938202
7770,66936480
7771,66948165
7772,66969977
7773,67019915
7774,67039677
7775,67131394
7776,67050009
7777,66994577
7778,67098963
7779,67087114
7780,67118438
7781,67123727
7782,67164071
7783,67168581
7784,67177929
7785,67173993
7786,67150500
7787,67265177
7788,67188589
7789,67201586
7790,67289408
7791,67247957
7792,67251975
7793,67269277
7794,67276575
7795,67327169
7796,67382683
7797,67320076
7798,67335410
7799,67348817
7800,67331064
7801,67451071
7802,67419173
7803,67393876
7804,67452096
7805,67397402
7806,67448652
7807,67414335
7808,67397566
7809,67487233
7810,67437090
7811,67534916
7812,67493670
7813,67566117
7814,67585100
7815,67557425
7816,67547462
7817,67611832
7818,67504699
7819,67594653
7820,67581902
7821,67658654
7822,67651274
7823,67704164
7824,67627371
7825,67660089
7826,67607650
7827,67678908
7828,67561525
7829,67669560
7830,67705189
7831,67735324
7832,67732126
7833,67777226
7834,67639671
7835,67734750
7836,67782433
7837,67823638
7838,67780752
7839,67824048
7840,67845778
7841,67885220
7842,67798792
7843,67881489
7844,67846475
7845,67809616
7846,67946515
7847,67895060
7848,67824950
7849,67872674
7850,67877266
7851,67917405
7852,67980627
7853,68014739
7854,67964104
7855,67966154
7856,68028023
7857,68019905
7858,67960291
7859,68031877
7860,68073041
7861,68067301
7862,68008589
7863,68131097
7864,68164307
7865,68167874
7866,68152130
7867,68186406
7868,68123266
7869,68143233
7870,68183577
7871,68208300
7872,68203626
7873,68276606
7874,68210760
7875,68205963
7876,68296450
7877,68274105
7878,68303707
7879,68414899
7880,68274392
7881,68348233
7882,68369922
7883,68365863
7884,68345199
7885,68452865
7886,68344584
7887,68515185
7888,68434538
7889,68465821
7890,68470413
7891,68413628
7892,68490708
7893,68526501
7894,68522360
7895,68476891
7896,68644827
7897,68624737
7898,68612109
7899,68584557
7900,68577997
7901,68669017
7902,68623015
7903,68641506
7904,68683613
7905,68761431
7906,68696446
7907,68605262
7908,68728549
7909,68731542
7910,68731214
7911,68765736
7912,68832484
7913,68690296
7914,68795051
7915,68799438
7916,68885087
7917,68879388
7918,68890581
7919,68886030
7920,68984594
7921,68920716
7922,68953967
7923,69027767
7924,69047611
7925,68968932
7926,68929613
7927,68979018
7928,69031744
7929,69072006
7930,69059337
7931,69119853
7932,69022232
7933,69070899
7934,69079304
7935,69096852
7936,69114810
7937,69185084
7938,69171595
7939,69100829
7940,69117803
7941,69153432
7942,69155277
7943,69204641
7944,69127848
7945,69231168
7946,69217638
7947,69292217
7948,69279835
7949,69252283
7950,69231209
7951,69327108
7952,69234981
7953,69283033
7954,69302836
7955,69274669
7956,69379506
7957,69381146
7958,69351831
7959,69347157
7960,69425754
7961,69427312
7962,69428542
7963,69483031
7964,69377456
7965,69486229
7966,69512387
7967,69469460
7968,69544859
7969,69502588
7970,69554781
7971,69514396
7972,69490985
7973,69568516
7974,69575527
7975,69554576
7976,69651664
7977,69655559
7978,69620422
7979,69650024
7980,69634649
7981,69681676
7982,69610213
7983,69652771
7984,69731942
7985,69738379
7986,69732065
7987,69726858
7988,69727186
7989,69774172
7990,69694140
7991,69816115
7992,69823946
7993,69787825
7994,69816689
7995,69853630
7996,69844077
7997,69870809
7998,69888480
7999,69945962
8000,69907832
8001,69840756
8002,69867365
8003,69938705
8004,69942108
8005,69895245
8006,69901026
8007,69907955
8008,69931981
8009,69979992
8010,69975728
8011,70061541
8012,70045387
8013,70061500
8014,70056621
8015,70047232
8016,70082369
8017,70039442
8018,70097580
8019,70054571
8020,70105534
8021,70140261
8022,70130708
8023,70138990
8024,70132840
8025,70158506
8026,70136448
8027,70261375
8028,70222876
8029,70269534
8030,70237923
8031,70295282
8032,70225377
8033,70341653
8034,70269575
8035,70309427
8036,70254897
8037,70326278
8038,70314019
8039,70329230
8040,70367647
8041,70321973
8042,70372772
8043,70381300
8044,70462029
8045,70476666
8046,70495280
8047,70432714
8048,70523775
8049,70454157
8050,70544111
8051,70493271
8052,70501102
8053,70597083
8054,70570392
8055,70573590
8056,70655098
8057,70571089
8058,70530827
8059,70664405
8060,70641117
8061,70612499
8062,70681543
8063,70687324
8064,70705077
8065,70647759
8066,70762272
8067,70728529
8068,70755917
8069,70793719
8070,70751366
8071,70824264
8072,70813686
8073,70815818
8074,70815367
8075,70822173
8076,70877031
8077,70863952
8078,70901590
8079,70815408
8080,70912988
8081,70927502
8082,70909749
8083,70985435
8084,70988264
8085,70963623
8086,70943205
8087,70943041
8088,71066861
8089,71001302
8090,71041523
8091,71098226
8092,71080391
8093,71044106
8094,71103720
8095,71087566
8096,71062474
8097,71140948
8098,71159603
8099,71150747
8100,71162432
8101,71172764
8102,71147508
8103,71216757
8104,71187032
8105,71200603
8106,71275961
8107,71196872
8108,71242505
8109,71223604
8110,71262595
8111,71325776
8112,71373459
8113,71385021
8114,71378297
8115,71357100
8116,71338117
8117,71361938
8118,71334796
8119,71363947
8120,71384775
8121,71412655
8122,71500805
8123,71430449
8124,71486660
8125,71502486
8126,71455910
8127,71498550
8128,71503224
8129,71463044
8130,71551768
8131,71550784
8132,71557795
8133,71596417
8134,71679975
8135,71620156
8136,71667552
8137,71686371
8138,71682640
8139,71614334
8140,71666445
8141,71745370
8142,71742869
8143,71679155
8144,71707568
8145,71744181
8146,71729913
8147,71747748
8148,71811626
8149,71807649
8150,71794406
8151,71836349
8152,71816136
8153,71822450
8154,71857013
8155,71907853
8156,71906459
8157,71957258
8158,71851109
8159,71926959
8160,71998627
8161,71999775
8162,71922080
8163,72029377
8164,72064514
8165,71991534
8166,72061275
8167,72028803
8168,72099241
8169,72155657
8170,72078823
8171,72121668
8172,72087146
8173,72193746
8174,72231794
8175,72145325
8176,72132738
8177,72255984
8178,72170786
8179,72295139
8180,72171483
8181,72259674
8182,72263446
8183,72276935
8184,72266890
8185,72286980
8186,72276402
8187,72338599
8188,72371030
8189,72439008
8190,72403912
8191,72469061
8192,72401616
8193,72454219
8194,72481935
8195,72461927
8196,72502025
8197,72534702
8198,72554341
8199,72519532
8200,72578941
8201,72506658
8202,72586362
8203,72578859
8204,72580253
8205,72663688
8206,72603705
8207,72646345
8208,72679063
