n,Simple_Multiplication,Karatsuba
1432,26722562,4439729
1433,26759852,4441123
1434,26797168,4456047
1435,26834510,4445715
1436,26871878,4481098
1437,26909269,4465231
1438,26946692,4483353
1439,26984138,4483517
1440,27021610,4461049
1441,27059108,4487453
1442,27096632,4509757
1443,27134182,4498605
1444,27171758,4488765
1445,27209357,4507502
1446,27246985,4501434
1447,27284642,4533127
1448,27322322,4510044
1449,27360025,4521401
1450,27397760,4542967
1451,27435518,4552766
1452,27473302,4552971
1453,27511112,4545468
1454,27548948,4559039
1455,27586810,4554365
1456,27624698,4569986
1457,27662612,4572897
1458,27700552,4580728
1459,27738518,4589584
1460,27776510,4601228
1461,27814528,4578678
1462,27852572,4606681
1463,27890642,4612380
1464,27928738,4622220
1465,27966860,4644852
1466,28005008,4621400
1467,28043179,4654815
1468,28081382,4650223
1469,28119608,4654897
1470,28157860,4646615
1471,28196138,4672486
1472,28234442,4677201
1473,28272772,4680645
1474,28311128,4709099
1475,28349510,4711559
1476,28387918,4679087
1477,28426352,4677857
1478,28464812,4709181
1479,28503298,4710493
1480,28541810,4722875
1481,28580348,4723613
1482,28618912,4709837
1483,28657502,4721317
1484,28696118,4750673
1485,28734760,4754404
1486,28773425,4745302
1487,28812119,4779742
1488,28850842,4760882
1489,28889588,4754773
1490,28928360,4765351
1491,28967158,4790238
1492,29005982,4796511
1493,29044832,4799422
1494,29083708,4781054
1495,29122610,4803235
1496,29161538,4816191
1497,29200492,4819225
1498,29239469,4827220
1499,29278478,4828163
1500,29317510,4839602
1501,29356568,4850508
1502,29395652,4841242
1503,29434762,4877076
1504,29473898,4858995
1505,29513060,4878306
1506,29552248,4882488
1507,29591462,4865596
1508,29630699,4851615
1509,29669968,4880930
1510,29709260,4907047
1511,29748578,4900528
1512,29787919,4908769
1513,29827292,4915657
1514,29866688,4900733
1515,29906110,4917133
1516,29945555,4921766
1517,29985032,4944931
1518,30024532,4947391
1519,30064058,4949728
1520,30103610,4954484
1521,30143188,4943250
1522,30182792,4961536
1523,30222419,4977485
1524,30262078,5001388
1525,30301760,4968014
1526,30341468,4965390
1527,30381199,4971417
1528,30420962,4982241
1529,30460748,4995525
1530,30500560,5014262
1531,30540398,5015574
1532,30580262,4996919
1533,30620152,5035049
1534,30660068,5050260
1535,30700010,5025824
1536,30739975,5040256
1537,30779969,5058214
1538,30819989,5050588
1539,30860038,5060469
1540,30900110,5063462
1541,30940208,5076951
1542,30980332,5080969
1543,31020482,5076459
1544,31060655,5100075
1545,31100860,5087611
1546,31141088,5105569
1547,31181339,5101592
1548,31221619,5111596
1549,31261925,5122543
1550,31302260,5134064
1551,31342618,5121969
1552,31383002,5144068
1553,31423409,5138287
1554,31463848,5125085
1555,31504307,5139517
1556,31544798,5164691
1557,31585312,5166700
1558,31625852,5152432
1559,31666415,5160222
1560,31707010,5179533
1561,31747628,5189045
1562,31788272,5193022
1563,31828942,5183961
1564,31869638,5216761
1565,31910360,5188512
1566,31951108,5216597
1567,31991882,5199623
1568,32032682,5204338
1569,32073508,5214834
1570,32114360,5221230
1571,32155238,5223034
1572,32196142,5222132
1573,32237072,5254112
1574,32278028,5251693
1575,32319007,5260221
1576,32360018,5258335
1577,32401052,5287732
1578,32442112,5287240
1579,32483198,5281992
1580,32524310,5296178
1581,32565448,5303394
1582,32606612,5281787
1583,32647802,5293021
1584,32689018,5299950
1585,32730260,5297285
1586,32771528,5318605
1587,32812822,5331807
1588,32854142,5344927
1589,32895488,5335743
1590,32936860,5357719
1591,32978255,5350708
1592,33019679,5358047
1593,33061132,5335333
1594,33102608,5359933
1595,33144110,5388879
1596,33185638,5347264
1597,33227192,5384984
1598,33268772,5390273
1599,33310378,5379285
1600,33352010,5388100
1601,33393668,5402327
1602,33435352,5424508
1603,33477062,5434020
1604,33518798,5424713
1605,33560560,5432421
1606,33602348,5429797
1607,33644162,5407780
1608,33686002,5444680
1609,33727868,5438899
1610,33769760,5468296
1611,33811678,5458128
1612,33853622,5462310
1613,33895592,5483425
1614,33937588,5473175
1615,33979610,5477316
1616,34021658,5489616
1617,34063732,5510854
1618,34105832,5511510
1619,34147958,5522662
1620,34190110,5530042
1621,34232288,5541973
1622,34274492,5530739
1623,34316722,5532379
1624,34358978,5541850
1625,34401260,5547057
1626,34443568,5553863
1627,34485902,5562063
1628,34528259,5572190
1629,34570648,5577643
1630,34613060,5579406
1631,34655498,5580226
1632,34697962,5591460
1633,34740452,5583342
1634,34782965,5588795
1635,34825510,5601218
1636,34868078,5626597
1637,34910672,5614420
1638,34953292,5619873
1639,34995938,5632214
1640,35038610,5618889
1641,35081308,5644924
1642,35124032,5652263
1643,35166779,5664973
1644,35209558,5647179
1645,35252360,5672804
1646,35295188,5683013
1647,35338042,5687605
1648,35380922,5685555
1649,35423828,5695805
1650,35466760,5701955
1651,35509718,5693222
1652,35552702,5725817
1653,35595712,5718109
1654,35638748,5713148
1655,35681810,5733935
1656,35724898,5730901
1657,35768012,5724874
1658,35811152,5751442
1659,35854318,5731106
1660,35897510,5751237
1661,35940728,5741110
1662,35983972,5739429
1663,36027242,5764316
1664,36070538,5762635
1665,36113857,5776944
1666,36157208,5782930
1667,36200582,5801380
1668,36243982,5763578
1669,36287408,5790023
1670,36330860,5783832
1671,36374338,5801503
1672,36417842,5819871
1673,36461369,5811794
1674,36504928,5826185
1675,36548510,5811589
1676,36592118,5804373
1677,36635752,5819174
1678,36679412,5828891
1679,36723098,5834959
1680,36766810,5852179
1681,36810548,5857140
1682,36854312,5869604
1683,36898102,5847997
1684,36941915,5887193
1685,36985760,5869276
1686,37029628,5881494
1687,37073522,5888546
1688,37117442,5890514
1689,37161388,5895721
1690,37205360,5890063
1691,37249358,5909620
1692,37293382,5919665
1693,37337429,5922125
1694,37381508,5910932
1695,37425610,5931760
1696,37469735,5926430
1697,37513892,5950907
1698,37558072,5946479
1699,37602278,5948160
1700,37646507,5949431
1701,37690765,5969603
1702,37735052,5958287
1703,37779362,5978131
1704,37823698,5977065
1705,37868057,5981780
1706,37912448,5987356
1707,37956862,5990308
1708,38001302,5994777
1709,38045768,5995884
1710,38090260,6001419
1711,38134778,5999984
1712,38179322,6039754
1713,38223892,6032989
1714,38268488,6025076
1715,38313110,6049471
1716,38357755,6030898
1717,38402429,6046150
1718,38447132,6046724
1719,38491858,6094817
1720,38536610,6073087
1721,38581388,6076613
1722,38626192,6114579
1723,38671022,6087314
1724,38715878,6103837
1725,38760760,6109782
1726,38805668,6115522
1727,38850602,6138892
1728,38895562,6122082
1729,38940548,6154718
1730,38985560,6140327
1731,39030595,6166813
1732,39075659,6136391
1733,39120752,6145165
1734,39165868,6151274
1735,39211007,6147625
1736,39256175,6170831
1737,39301372,6169437
1738,39346592,6199818
1739,39391835,6185960
1740,39437110,6200023
1741,39482408,6231798
1742,39527732,6194734
1743,39573082,6229953
1744,39618458,6222245
1745,39663860,6229953
1746,39709288,6238440
1747,39754742,6229953
1748,39800222,6251109
1749,39845728,6241761
1750,39891260,6251970
1751,39936818,6263983
1752,39982399,6281408
1753,40028009,6306500
1754,40073648,6286205
1755,40119310,6281531
1756,40164998,6310149
1757,40210712,6317283
1758,40256449,6322982
1759,40302218,6326016
1760,40348010,6348771
1761,40393825,6334380
1762,40439672,6359513
1763,40485542,6371444
1764,40531435,6389689
1765,40577360,6381817
1766,40623308,6376446
1767,40669279,6371936
1768,40715282,6388787
1769,40761308,6405310
1770,40807360,6418963
1771,40853438,6421628
1772,40899539,6441677
1773,40945672,6416872
1774,40991828,6434502
1775,41038010,6444465
1776,41084218,6443809
1777,41130452,6465334
1778,41176712,6467876
1779,41222998,6487228
1780,41269310,6497970
1781,41315648,6497478
1782,41362012,6466482
1783,41408399,6493542
1784,41454818,6516092
1785,41501260,6515682
1786,41547728,6521299
1787,41594222,6509614
1788,41640742,6516133
1789,41687285,6534378
1790,41733860,6541020
1791,41780458,6545243
1792,41827082,6535567
1793,41873732,6558896
1794,41920408,6539503
1795,41967110,6578207
1796,42013838,6578002
1797,42060592,6587883
1798,42107369,6569474
1799,42154178,6588867
1800,42201010,6581446
1801,42247868,6578166
1802,42294752,6619617
1803,42341662,6612852
1804,42388598,6599281
1805,42435560,6624824
1806,42482548,6638887
1807,42529559,6634992
1808,42576602,6649547
1809,42623668,6650203
1810,42670760,6647538
1811,42717878,6633229
1812,42765022,6663692
1813,42812192,6680420
1814,42859388,6686570
1815,42906610,6684233
1816,42953858,6693786
1817,43001132,6712031
1818,43048432,6710719
1819,43095755,6705840
1820,43143110,6715639
1821,43190488,6719165
1822,43237892,6724700
1823,43285322,6715598
1824,43332778,6729415
1825,43380260,6752006
1826,43427768,6761067
1827,43475299,6762830
1828,43522859,6774105
1829,43570448,6755778
1830,43618060,6780501
1831,43665698,6755778
1832,43713362,6770825
1833,43761052,6794974
1834,43808768,6808258
1835,43856510,6814982
1836,43904275,6832284
1837,43952072,6813711
1838,43999892,6815597
1839,44047738,6836507
1840,44095610,6839377
1841,44143508,6863813
1842,44191429,6864551
1843,44239382,6850529
1844,44287358,6874063
1845,44335360,6874637
1846,44383388,6865740
1847,44431439,6889561
1848,44479522,6881197
1849,44527628,6905510
1850,44575757,6916662
1851,44623918,6914038
1852,44672102,6917359
1853,44720312,6919122
1854,44768548,6924124
1855,44816810,6905715
1856,44865098,6915678
1857,44913412,6934743
1858,44961752,6945813
1859,45010115,6971725
1860,45058510,6928716
1861,45106928,6947740
1862,45155372,6965739
1863,45203842,6961598
1864,45252338,6975374
1865,45300860,6989478
1866,45349405,6991692
1867,45397982,7005058
1868,45446582,7002557
1869,45495208,7013914
1870,45543860,7018014
1871,45592538,7008666
1872,45641242,7004197
1873,45689969,7015349
1874,45738728,7032282
1875,45787510,7048518
1876,45836318,7047124
1877,45885152,7039334
1878,45934012,7046304
1879,45982898,7064139
1880,46031810,7064959
1881,46080745,7076972
1882,46129712,7090584
1883,46178702,7095217
1884,46227718,7070986
1885,46276760,7089067
1886,46325828,7082507
1887,46374919,7094848
1888,46424039,7108665
1889,46473188,7108501
1890,46522360,7115307
1891,46571555,7110059
1892,46620782,7141178
1893,46670032,7156594
1894,46719308,7141547
1895,46768610,7210058
1896,46817938,7171395
1897,46867292,7176684
1898,46916669,7186729
1899,46966078,7181768
1900,47015510,7179103
1901,47064965,7193863
1902,47114452,7228836
1903,47163962,7225105
1904,47213498,7210386
1905,47263060,7249336
1906,47312648,7220923
1907,47362262,7226212
1908,47411899,7242407
1909,47461568,7256552
1910,47511260,7265162
1911,47560978,7248434
1912,47610722,7272255
1913,47660492,7278036
1914,47710285,7305096
1915,47760110,7271394
1916,47809958,7291443
1917,47859832,7289393
1918,47909732,7313255
1919,47959658,7295502
1920,48009610,7349868
1921,48059588,7331254
1922,48109592,7328302
1923,48159622,7341668
1924,48209675,7345399
1925,48259760,7361184
1926,48309868,7370122
1927,48360002,7368236
1928,48410162,7340807
1929,48460348,7371188
1930,48510560,7394886
1931,48560798,7368769
1932,48611062,7391524
1933,48661352,7401364
1934,48711668,7379388
1935,48762010,7408457
1936,48812375,7393082
1937,48862772,7409113
1938,48913192,7408949
1939,48963635,7440109
1940,49014110,7417477
1941,49064608,7475574
1942,49115132,7419814
1943,49165682,7460773
1944,49216258,7452819
1945,49266860,7452819
1946,49317488,7468399
1947,49368142,7466800
1948,49418822,7480535
1949,49469525,7515426
1950,49520260,7517066
1951,49571015,7507923
1952,49621802,7521576
1953,49672612,7500092
1954,49723448,7499928
1955,49774310,7494393
1956,49825198,7526168
1957,49876112,7530268
1958,49927052,7540600
1959,49978018,7543593
1960,50029010,7521289
1961,50080028,7532810
1962,50131072,7564503
1963,50182142,7564339
1964,50233238,7558312
1965,50284357,7557492
1966,50335508,7569833
1967,50386682,7610833
1968,50437882,7566594
1969,50489105,7591358
1970,50540360,7580616
1971,50591635,7616819
1972,50642942,7619402
1973,50694272,7600993
1974,50745628,7608004
1975,50797010,7623502
1976,50848418,7629406
1977,50899849,7655810
1978,50951312,7648020
1979,51002798,7654047
1980,51054307,7642854
1981,51105845,7671800
1982,51157412,7670693
1983,51209002,7682542
1984,51260618,7705461
1985,51312260,7691070
1986,51363928,7723173
1987,51415622,7693612
1988,51467342,7731906
1989,51519088,7698368
1990,51570860,7692218
1991,51622658,7744288
1992,51674482,7719770
1993,51726332,7745518
1994,51778208,7731496
1995,51830110,7749290
1996,51882038,7768765
1997,51933989,7777744
1998,51985972,7761262
1999,52037978,7773931
2000,52090010,7769421
2001,52142065,7765895
2002,52194152,7820425
2003,52246259,7768560
2004,52298398,7794882
2005,52350560,7790700
2006,52402748,7800540
2007,52454962,7783156
2008,52507199,7804066
2009,52559468,7834283
2010,52611760,7845763
2011,52664078,7860154
2012,52716422,7841868
2013,52768792,7840064
2014,52821185,7840310
2015,52873610,7858432
2016,52926055,7878194
2017,52978529,7878440
2018,53031032,7882868
2019,53083558,7894307
2020,53136110,7879998
2021,53188688,7915258
2022,53241292,7891478
2023,53293922,7902671
2024,53346578,7887337
2025,53399260,7892667
2026,53451968,7936168
2027,53504702,7915258
2028,53557462,7933339
2029,53610248,7919481
2030,53663060,7936004
2031,53715898,7932683
2032,53768762,7975077
2033,53821652,7960604
2034,53874568,7971838
2035,53927507,7981309
2036,53980478,7948837
2037,54033472,7989468
2038,54086492,7989632
2039,54139538,8002342
2040,54192610,7979505
2041,54245708,8002096
2042,54298829,8018373
2043,54351982,8008410
2044,54405158,8027803
2045,54458360,8004351
2046,54511585,8028992
2047,54564842,8039037
2048,54618119,8039898
2049,54671428,8049082
2050,54724760,8065113
2051,54778115,8060111
2052,54831502,8077413
2053,54884912,8091312
2054,54938348,8081554
2055,54991810,8086064
2056,55045298,8116527
2057,55098812,8102259
2058,55152352,8139200
2059,55205918,8127515
2060,55259510,8135428
2061,55313128,8154411
2062,55366772,8134813
2063,55420439,8144694
2064,55474135,8164292
2065,55527857,8159208
2066,55581608,8162775
2067,55635382,8190204
2068,55689179,8183849
2069,55743008,8185325
2070,55796860,8210007
2071,55850738,8199347
2072,55904642,8193689
2073,55958572,8233664
2074,56012528,8212098
2075,56066510,8220790
2076,56120518,8238625
2077,56174552,8254861
2078,56228612,8243012
2079,56282698,8244242
2080,56336810,8275197
2081,56390948,8281962
2082,56445109,8286472
2083,56499302,8283479
2084,56553518,8280486
2085,56607760,8291843
2086,56662028,8285242
2087,56716322,8292745
2088,56770642,8296476
2089,56824988,8304225
2090,56879357,8316771
2091,56933758,8328702
2092,56988182,8350063
2093,57042632,8332720
2094,57097108,8321855
2095,57151610,8342970
2096,57206138,8345799
2097,57260692,8358878
2098,57315272,8381059
2099,57369878,8377656
2100,57424510,8358960
2101,57479168,8386512
2102,57533852,8406520
2103,57588562,8386840
2104,57643298,8396434
2105,57698060,8385569
2106,57752848,8419066
2107,57807662,8422141
2108,57862502,8422920
2109,57917368,8440304
2110,57972260,8438131
2111,58027178,8417754
2112,58082122,8457688
2113,58137092,8464371
2114,58192088,8452112
2115,58247110,8452440
2116,58302158,8465765
2117,58357232,8488766
2118,58412332,8469168
2119,58467458,8468307
2120,58522607,8502665
2121,58577788,8516523
2122,58632992,8503157
2123,58688222,8497417
2124,58743478,8481796
2125,58798760,8552644
2126,58854068,8534809
2127,58909402,8536654
2128,58964762,8531160
2129,59020148,8544034
2130,59075560,8560557
2131,59130998,8545592
2132,59186459,8564862
2133,59241952,8562115
2134,59297468,8542722
2135,59353010,8582697
2136,59408578,8568101
2137,59464172,8593316
2138,59519792,8586838
2139,59575435,8578187
2140,59631110,8615661
2141,59686808,8600737
2142,59742532,8609921
2143,59798282,8621524
2144,59854055,8624558
2145,59909860,8638826
2146,59965685,8647805
2147,60021542,8670396
2148,60077422,8670109
2149,60133325,8657358
2150,60189260,8655841
2151,60245218,8662524
2152,60301202,8670027
2153,60357209,8679293
2154,60413248,8669289
2155,60469310,8701310
2156,60525395,8688723
2157,60581512,8708321
2158,60637652,8692413
2159,60693818,8693315
2160,60750010,8724147
2161,60806228,8726156
2162,60862472,8737964
2163,60918742,8727755
2164,60975038,8725664
2165,61031360,8741900
2166,61087708,8777734
2167,61144082,8762031
2168,61200482,8789050
2169,61256905,8766910
2170,61313360,8776504
2171,61369838,8798685
2172,61426342,8776996
2173,61482872,8804753
2174,61539428,8784048
2175,61596007,8835544
2176,61652618,8821563
2177,61709249,8822670
2178,61765912,8823818
2179,61822598,8851452
2180,61879310,8851575
2181,61936045,8847352
2182,61992812,8874412
2183,62049599,8842678
2184,62106418,8875027
2185,62163260,8874125
